metodo,index_time,search_time,total_time,num_rows_df1,num_rows_df2,k,mem_used_indexation_MB,avg_mem_used_search_MB
faiss_knn,0.0007374286651611328,0.025780227184295654,0.026517655849456787,10000,100,1,0.4296875,0.0
svs_knn,0.029076814651489258,0.008885374069213867,0.03796218872070312,10000,100,1,5.578125,0.200078125
nmslib_hnsw,0.004426479339599609,0.019612929821014403,0.024039409160614013,10000,100,1,0.265625,0.1494921875
hnsw_julia,0.9803836345672607,0.10814331865000003,1.0885269532172608,10000,100,1,31.9609375,0.631640625
