metodo,index_time,search_time,total_time,num_rows_df1,num_rows_df2,k,mem_used_indexation_MB,avg_mem_used_search_MB
faiss_knn,0.002815723419189453,2.232890238761902,2.2357059621810915,100000,1000,1,0.40234375,0.0
svs_knn,0.16098284721374512,0.137959725856781,0.29894257307052613,100000,1000,1,7.9140625,0.381640625
nmslib_hnsw,0.023372888565063477,0.47586674690246583,0.4992396354675293,100000,1000,1,2.03515625,4.6654296875
hnsw_julia,0.7254188060760498,2.6855163497500008,3.4109351558260506,100000,1000,1,27.46484375,3.618515625
